node_id,zone_id,x_coord,y_coord,macro_node_id,macro_link_id,activity_type,is_boundary,scc_id
203101,,-112.1866387,33.6624459,2031,,,,0
64201,,-112.1864188,33.6607933,642,,,,0
63701,,-112.1864316,33.6557971,637,,,,0
203601,,-112.1863546,33.6588065,2036,,,,0
280004,,-112.1868469,33.6689251,2800,,,,625
278003,,-112.186378,33.6545473,2780,,,,0
203401,,-112.1863165,33.6575964,2034,,,,0
62703,,-112.1863809,33.6529973,627,,,,0
278200,,-112.18673,33.665462,2782,,,,0
280005,,-112.1866576,33.6688813,2800,,,,345
204900,,-112.1866611,33.6693267,2049,,,,344
280101,,-112.1866115,33.661581,2801,,,,0
204001,,-112.1864534,33.6564574,2040,,,,0
282401,,-112.1865519,33.6650706,2824,,,,0
204501,,-112.186417,33.6607389,2045,,,,0
278004,,-112.1862195,33.6541416,2780,,,,0
205200,,-112.185523,33.6687846,2052,,,,0
100801,,-112.1856939,33.6687831,1008,,,,0
205300,,-112.1881125,33.6675718,2053,,,,0
59601,,-112.1878081,33.6675742,596,,,,0
205500,,-112.1911448,33.6688152,2055,,,,0
205600,,-112.1886622,33.668796,2056,,,,0
48501,,-112.1792949,33.6545039,485,,,,0
205900,,-112.1712989,33.6545584,2059,,,,0
206100,,-112.1785051,33.6545099,2061,,,,0
206200,,-112.1900133,33.6543775,2062,,,,0
39501,,-112.1908063,33.6543725,395,,,,0
206400,,-112.1732618,33.6545459,2064,,,,0
206600,,-112.173738,33.6544016,2066,,,,0
205701,,-112.1788046,33.6545093,2057,,,,0
206800,,-112.1873642,33.6543943,2068,,,,0
63201,,-112.1882818,33.6543885,632,,,,0
206301,,-112.1728153,33.6545477,2063,,,,0
206501,,-112.1753827,33.6543938,2065,,,,0
207200,,-112.1768991,33.6545292,2072,,,,0
207300,,-112.177447,33.6543839,2073,,,,0
207001,,-112.1757988,33.6543895,2070,,,,0
207400,,-112.1732593,33.654404,2074,,,,0
207101,,-112.1753859,33.6545333,2071,,,,0
63901,,-112.1807415,33.6543422,639,,,,0
206201,,-112.1897329,33.6543793,2062,,,,0
207800,,-112.1855813,33.6544202,2078,,,,0
207501,,-112.1749395,33.654536,2075,,,,0
207900,,-112.1774245,33.6545212,2079,,,,0
208000,,-112.181538,33.6543334,2080,,,,0
207601,,-112.1809069,33.6543394,2076,,,,0
103001,,-112.1827723,33.6544781,1030,,,,0
207901,,-112.177748,33.654518,2079,,,,0
206001,,-112.1780858,33.6545166,2060,,,,0
278005,,-112.1860476,33.6544119,2780,,,,0
278006,,-112.1865014,33.6543996,2780,,,,0
206701,,-112.186745,33.6543954,2067,,,,0
102601,,-112.1877684,33.6543917,1026,,,,0
206901,,-112.188116,33.6543895,2069,,,,0
208001,,-112.1818615,33.6543295,2080,,,,0
207301,,-112.1777706,33.6543809,2073,,,,0
278007,,-112.1865456,33.6542903,2780,,,,0
208300,,-112.1720209,33.6544175,2083,,,,0
208301,,-112.1717189,33.6544208,2083,,,,0
202801,,-112.1695581,33.6544291,2028,,,,0
48701,,-112.181841,33.654496,487,,,,0
208101,,-112.182176,33.6544895,2081,,,,0
201405,,-112.1689801,33.6545565,2014,,,,0
205801,,-112.1711841,33.6545571,2058,,,,0
208302,,-112.1718236,33.6544749,2083,,,,0
48602,,-112.1802392,33.6544312,486,,,,0
282500,,-112.2028949,33.6530416,2825,,,,0
208600,,-112.2029,33.6558644,2086,,,,0
208800,,-112.2029286,33.6668762,2088,,,,0
208900,,-112.2031139,33.6690368,2089,,,,0
277003,,-112.203111,33.6684007,2770,,,,0
53401,,-112.2031113,33.6683622,534,,,,0
209100,,-112.203098,33.6667765,2091,,,,0
81302,,-112.2029253,33.6675198,813,,,,0
53701,,-112.2029254,33.667546,537,,,,0
81501,,-112.2031101,33.6675239,815,,,,0
209300,,-112.2030441,33.653562,2093,,,,0
209400,,-112.2030966,33.6664702,2094,,,,0
209500,,-112.2030943,33.6659614,2095,,,,0
209600,,-112.2029294,33.6638279,2096,,,,0
209700,,-112.2029314,33.6654872,2097,,,,0
209900,,-112.2030872,33.6642551,2099,,,,0
81303,,-112.2029286,33.6672517,813,,,,0
210200,,-112.2030585,33.6565198,2102,,,,0
282501,,-112.2030406,33.6530566,2825,,,,0
61501,,-112.2030852,33.6638449,615,,,,0
282600,,-112.2029159,33.6598924,2826,,,,0
282700,,-112.2030821,33.6602525,2827,,,,0
81502,,-112.2031003,33.6672716,815,,,,0
209001,,-112.203099,33.6669852,2090,,,,0
209801,,-112.2030957,33.6654918,2098,,,,0
282502,,-112.2028968,33.652628,2825,,,,0
209601,,-112.2029277,33.6635573,2096,,,,0
210201,,-112.2030593,33.6562492,2102,,,,0
210900,,-112.2030533,33.6546944,2109,,,,0
170102,,-112.2029043,33.6500642,1701,,,,0
211000,,-112.2028998,33.651693,2110,,,,0
211100,,-112.2029016,33.6562289,2111,,,,0
282701,,-112.2030765,33.6599083,2827,,,,0
210101,,-112.2030604,33.6568774,2101,,,,0
211101,,-112.2029025,33.6564995,2111,,,,0
210401,,-112.2029156,33.6594233,2104,,,,0
282503,,-112.2030381,33.6526669,2825,,,,0
170103,,-112.2030225,33.6500592,1701,,,,0
282601,,-112.20292,33.6602335,2826,,,,0
210801,,-112.2029236,33.6631508,2108,,,,0
211600,,-112.2179426,33.6683913,2116,,,,0
211700,,-112.2001635,33.668666,2117,,,,0
211900,,-112.2052614,33.6672836,2119,,,,0
212101,,-112.2015552,33.6686031,2121,,,,0
212200,,-112.2019725,33.6685849,2122,,,,0
212300,,-112.2014307,33.6674414,2123,,,,0
80901,,-112.2012227,33.6674441,809,,,,0
81503,,-112.2030562,33.667384,815,,,,0
81201,,-112.2030251,33.6673868,812,,,,0
212500,,-112.213671,33.6671928,2125,,,,0
212600,,-112.200436,33.6686569,2126,,,,0
212800,,-112.212968,33.6681868,2128,,,,0
277004,,-112.202763,33.6685517,2770,,,,0
211801,,-112.205518,33.6672735,2118,,,,0
212900,,-112.1992054,33.6535488,2129,,,,0
213000,,-112.2022584,33.6529204,2130,,,,0
213200,,-112.2164647,33.6526572,2132,,,,0
213400,,-112.224191,33.6527388,2134,,,,0
213500,,-112.1967978,33.6542131,2135,,,,0
213700,,-112.2067226,33.6527572,2137,,,,0
213900,,-112.1944087,33.6543578,2139,,,,0
214100,,-112.2097541,33.6528577,2141,,,,0
214200,,-112.2102089,33.6528535,2142,,,,0
214400,,-112.1936026,33.6542496,2144,,,,0
214500,,-112.2037028,33.6527747,2145,,,,0
214700,,-112.2011326,33.6529119,2147,,,,0
214900,,-112.2116801,33.6527137,2149,,,,0
214001,,-112.2067216,33.6528871,2140,,,,0
215100,,-112.1953458,33.6542307,2151,,,,0
213801,,-112.1939169,33.6543626,2138,,,,0
48801,,-112.1923951,33.6542552,488,,,,0
282504,,-112.20319,33.6527771,2825,,,,0
91701,,-112.1991758,33.6534489,917,,,,0
215400,,-112.1977116,33.6540267,2154,,,,0
213601,,-112.2071598,33.6527546,2136,,,,0
39701,,-112.1947464,33.6543566,397,,,,0
215500,,-112.1947705,33.6542415,2155,,,,0
214301,,-112.1939967,33.6542468,2143,,,,0
215301,,-112.197441,33.6540925,2153,,,,0
215501,,-112.1950724,33.6542354,2155,,,,0
282505,,-112.2027225,33.6529173,2825,,,,0
212901,,-112.1989458,33.6536374,2129,,,,0
215201,,-112.1995336,33.653323,2152,,,,0
282506,,-112.2031684,33.6529099,2825,,,,0
215001,,-112.2062917,33.6528898,2150,,,,0
215601,,-112.1986681,33.6537378,2156,,,,0
282507,,-112.2027666,33.6527697,2825,,,,0
214601,,-112.2014709,33.6528674,2146,,,,0
215700,,-112.2204528,33.6619574,2157,,,,0
67801,,-112.2203299,33.6646307,678,,,,0
215800,,-112.2202836,33.6682915,2158,,,,0
215900,,-112.2204646,33.6663305,2159,,,,0
69802,,-112.2202997,33.6693539,698,,,,0
69402,,-112.2204629,33.6658546,694,,,,0
216100,,-112.220457,33.6650874,2161,,,,0
69702,,-112.2204846,33.6692784,697,,,,0
69001,,-112.22048,33.668854,690,,,,0
216200,,-112.2204919,33.6674004,2162,,,,0
67301,,-112.220443,33.6560645,673,,,,0
216300,,-112.2204582,33.6647505,2163,,,,0
216001,,-112.2202954,33.66914,2160,,,,0
68302,,-112.2202945,33.6673684,683,,,,0
68401,,-112.2202929,33.6674044,684,,,,0
69403,,-112.220464,33.6660891,694,,,,0
68801,,-112.2204921,33.6673724,688,,,,0
69202,,-112.2202835,33.6683195,692,,,,0
278401,,-112.2203182,33.6598487,2784,,,,0
278501,,-112.2204543,33.660185,2785,,,,0
216501,,-112.2204526,33.6605061,2165,,,,0
216600,,-112.220314,33.6560623,2166,,,,0
216401,,-112.2203198,33.6595261,2164,,,,0
69203,,-112.2203596,33.6684226,692,,,,0
101001,,-112.2203909,33.6684226,1010,,,,0
216700,,-112.2192476,33.6683968,2167,,,,0
100901,,-112.2194488,33.6684023,1009,,,,0
216800,,-112.2247109,33.6527464,2168,,,,0
216900,,-112.2320059,33.6528355,2169,,,,299
217000,,-112.2318599,33.6528364,2170,,,,302
25601,,-112.2318912,33.6528364,256,,,,301
48301,,-112.2318777,33.6525864,483,,,,627
217300,,-112.2184186,33.65277,2173,,,,0
217500,,-112.2247131,33.6526427,2175,,,,420
217700,,-112.2160423,33.6527878,2177,,,,0
217800,,-112.2281912,33.652785,2178,,,,0
217900,,-112.217586,33.6527812,2179,,,,0
214801,,-112.2121182,33.6527085,2148,,,,0
218200,,-112.2298046,33.6526684,2182,,,,424
218300,,-112.2320059,33.6525868,2183,,,,629
217101,,-112.2319111,33.6525869,2171,,,,628
218400,,-112.2162081,33.65266,2184,,,,0
282800,,-112.2292885,33.6526765,2828,,,,423
218600,,-112.2116791,33.6528402,2186,,,,0
218800,,-112.2311023,33.6528297,2188,,,,0
279604,,-112.220593,33.6525987,2796,,,,418
279605,,-112.2201611,33.6527263,2796,,,,0
218901,,-112.2210857,33.6525968,2189,,,,419
219001,,-112.2197604,33.6527383,2190,,,,0
282801,,-112.2288556,33.6526837,2828,,,,422
217401,,-112.2252241,33.6526451,2174,,,,421
219200,,-112.2289024,33.65279,2192,,,,0
218101,,-112.2298618,33.6526676,2181,,,,425
69103,,-112.2206114,33.6684226,691,,,,320
219400,,-112.2209366,33.6683867,2194,,,,319
68802,,-112.2204372,33.6672589,688,,,,0
219500,,-112.220406,33.6672592,2195,,,,0
68803,,-112.2206439,33.6672585,688,,,,0
47802,,-112.2287226,33.6656886,478,,,,314
219800,,-112.1172408,33.6750685,2198,,,,53
219900,,-112.1172458,33.6751819,2199,,,,52
219801,,-112.1172359,33.6749243,2198,,,,54
220100,,-112.117192,33.6711415,2201,,,,0
73901,,-112.1172004,33.6728507,739,,,,0
73102,,-112.1171985,33.670269,731,,,,0
220300,,-112.1171958,33.6706368,2203,,,,0
220001,,-112.1171947,33.6707831,2200,,,,0
220201,,-112.117192,33.6723144,2202,,,,0
220500,,-112.120697,33.6694278,2205,,,,0
277801,,-112.125748,33.6693019,2778,,,,0
278902,,-112.1170533,33.6697243,2789,,,,0
278903,,-112.1175353,33.6696819,2789,,,,0
11401,,-112.1186761,33.6695778,114,,,,0
220601,,-112.1250917,33.6693149,2206,,,,0
276703,,-112.1088058,33.6694065,2767,,,,0
220700,,-112.1119985,33.6696838,2207,,,,0
276704,,-112.1083735,33.6693763,2767,,,,0
72302,,-112.1346391,33.6727374,723,,,,57
220900,,-112.1346511,33.6750922,2209,,,,56
220901,,-112.1347643,33.6750914,2209,,,,631
72303,,-112.1347524,33.6727362,723,,,,630
277703,,-112.1345614,33.6696278,2777,,,,0
277704,,-112.1347398,33.6696527,2777,,,,0
221100,,-112.1347397,33.6695844,2211,,,,0
221300,,-112.1338997,33.6695955,2213,,,,0
276902,,-112.0997662,33.6700655,2769,,,,0
221500,,-112.0997745,33.6703726,2215,,,,0
221600,,-112.0916853,33.6698439,2216,,,,0
221700,,-112.0918472,33.6698552,2217,,,,0
276903,,-112.0995921,33.6699706,2769,,,,0
222000,,-112.0910143,33.6697985,2220,,,,0
222100,,-112.0829437,33.6750917,2221,,,,637
222200,,-112.0829292,33.6710365,2222,,,,636
222201,,-112.082816,33.6710364,2222,,,,260
222101,,-112.0828305,33.6750919,2221,,,,259
222300,,-112.0657375,33.6693022,2223,,,,0
222400,,-112.0657387,33.6692005,2224,,,,0
222500,,-112.0654574,33.6684748,2225,,,,0
222600,,-112.0654576,33.6685536,2226,,,,0
222501,,-112.0654578,33.6681681,2225,,,,0
222301,,-112.0657372,33.6696089,2223,,,,0
222900,,-112.0657463,33.6684985,2229,,,,0
85102,,-112.0656606,33.6707634,851,,,,0
222801,,-112.0657395,33.669936,2228,,,,0
223000,,-112.0654571,33.6692805,2230,,,,0
85103,,-112.0655704,33.6707667,851,,,,0
223001,,-112.0652845,33.6694381,2230,,,,0
223002,,-112.0655431,33.6694384,2230,,,,0
222302,,-112.0656498,33.6694329,2223,,,,0
222303,,-112.0658869,33.6694247,2223,,,,0
9701,,-112.068147,33.6693843,97,,,,0
223300,,-112.0654913,33.6555675,2233,,,,0
223400,,-112.0654921,33.6556442,2234,,,,0
223401,,-112.0656431,33.655643,2234,,,,0
223301,,-112.0656423,33.6555664,2233,,,,0
223402,,-112.0654939,33.6558065,2234,,,,0
223500,,-112.0654948,33.6558915,2235,,,,0
223501,,-112.0656462,33.6559264,2235,,,,0
223403,,-112.0656445,33.6557693,2234,,,,0
223600,,-112.0655591,33.6616757,2236,,,,0
223700,,-112.0655612,33.6619643,2237,,,,0
223701,,-112.0657124,33.6620002,2237,,,,0
223601,,-112.0657098,33.6616388,2236,,,,0
223800,,-112.0655036,33.6549571,2238,,,,0
223302,,-112.0655084,33.6554232,2233,,,,0
223303,,-112.0656781,33.6554037,2233,,,,0
223801,,-112.0656736,33.6549741,2238,,,,0
222701,,-112.0654592,33.6678693,2227,,,,0
223702,,-112.065582,33.6622355,2237,,,,0
223900,,-112.0655842,33.6625435,2239,,,,0
223901,,-112.0657352,33.6625428,2239,,,,0
223703,,-112.065733,33.662234,2237,,,,0
224000,,-112.0657292,33.6675294,2240,,,,0
224100,,-112.0657286,33.6674778,2241,,,,0
224200,,-112.0657199,33.6671087,2242,,,,0
223502,,-112.0655183,33.6561626,2235,,,,0
223602,,-112.065576,33.661405,2236,,,,0
223603,,-112.0657083,33.6614224,2236,,,,0
223503,,-112.06565,33.6561423,2235,,,,0
223902,,-112.065586,33.662796,2239,,,,0
84602,,-112.0655757,33.6663349,846,,,,0
84603,,-112.0657067,33.6663579,846,,,,0
223903,,-112.065718,33.6627774,2239,,,,0
224300,,-112.0794835,33.669206,2243,,,,0
222901,,-112.0659205,33.6683315,2229,,,,0
276403,,-112.0826256,33.6691896,2764,,,,0
224700,,-112.0643098,33.6547845,2247,,,,0
224800,,-112.0641126,33.6547845,2248,,,,0
224801,,-112.0641557,33.6549108,2248,,,,0
224701,,-112.0642666,33.6549108,2247,,,,0
224900,,-112.062581,33.6547843,2249,,,,0
225000,,-112.0625454,33.6547843,2250,,,,0
225001,,-112.0625454,33.6548948,2250,,,,0
224901,,-112.062581,33.6548948,2249,,,,0
225002,,-112.0622866,33.6547843,2250,,,,0
225100,,-112.0622164,33.6547843,2251,,,,0
225101,,-112.0622379,33.6549106,2251,,,,0
225003,,-112.062265,33.6549106,2250,,,,0
225200,,-112.0648397,33.654753,2252,,,,0
225300,,-112.0647857,33.654753,2253,,,,0
225301,,-112.0647857,33.6549266,2253,,,,0
225201,,-112.0648397,33.6549266,2252,,,,0
224802,,-112.063834,33.6547657,2248,,,,0
225400,,-112.0637044,33.6547632,2254,,,,0
225401,,-112.0637008,33.6548894,2254,,,,0
224803,,-112.0638305,33.654892,2248,,,,0
225402,,-112.0634214,33.6547777,2254,,,,0
225500,,-112.0630389,33.6547827,2255,,,,0
225501,,-112.0630844,33.6549084,2255,,,,0
225403,,-112.0633806,33.6549045,2254,,,,0
223802,,-112.0654046,33.6547527,2238,,,,0
225202,,-112.0650986,33.654753,2252,,,,0
225203,,-112.0651201,33.6549266,2252,,,,0
223803,,-112.0653848,33.6549265,2238,,,,0
225600,,-112.065922,33.6547479,2256,,,,0
223804,,-112.0657498,33.6547503,2238,,,,0
223805,,-112.0657296,33.6548925,2238,,,,0
225601,,-112.0659468,33.6548896,2256,,,,0
225302,,-112.0646778,33.654753,2253,,,,0
225700,,-112.0646019,33.654753,2257,,,,0
225701,,-112.0646019,33.6549266,2257,,,,0
225303,,-112.0646778,33.6549266,2253,,,,0
225800,,-112.0573628,33.6547722,2258,,,,0
225900,,-112.057059,33.6547721,2259,,,,0
225901,,-112.0570374,33.6548826,2259,,,,0
225801,,-112.0573844,33.6548826,2258,,,,0
225902,,-112.0567787,33.6547879,2259,,,,0
226000,,-112.0563995,33.6547931,2260,,,,0
226001,,-112.0564221,33.6549033,2260,,,,0
225903,,-112.0567569,33.6548987,2259,,,,0
225102,,-112.0619575,33.6547843,2251,,,,0
225802,,-112.0576433,33.6547881,2258,,,,0
225803,,-112.0576432,33.6548828,2258,,,,0
225103,,-112.0619574,33.6548791,2251,,,,0
226100,,-112.0733388,33.6546928,2261,,,,0
226200,,-112.0675176,33.6547544,2262,,,,0
226201,,-112.067519,33.6548491,2262,,,,0
226101,,-112.0733402,33.6547875,2261,,,,0
226300,,-112.0668675,33.6547641,2263,,,,0
226400,,-112.0668019,33.6547652,2264,,,,0
226401,,-112.0668041,33.6548599,2264,,,,0
226301,,-112.0668697,33.6548588,2263,,,,0
226202,,-112.0672584,33.6547578,2262,,,,0
226302,,-112.0671263,33.65476,2263,,,,0
226303,,-112.0671504,33.6548701,2263,,,,0
226203,,-112.0672394,33.6548687,2262,,,,0
226500,,-112.0740578,33.6546851,2265,,,,0
226102,,-112.0735976,33.6546901,2261,,,,0
226103,,-112.0736208,33.6548003,2261,,,,0
226501,,-112.074038,33.6547958,2265,,,,0
226600,,-112.0983397,33.6547731,2266,,,,0
226700,,-112.0986064,33.6547751,2267,,,,0
226701,,-112.0986292,33.6546648,2267,,,,0
226601,,-112.0983195,33.6546625,2266,,,,0
226800,,-112.0916548,33.6546571,2268,,,,0
226900,,-112.0920413,33.654663,2269,,,,0
226901,,-112.0920222,33.6545522,2269,,,,0
226801,,-112.0916754,33.6545469,2268,,,,0
227000,,-112.0978758,33.654765,2270,,,,0
226602,,-112.0980366,33.6547687,2266,,,,0
226603,,-112.0980615,33.6546587,2266,,,,0
227001,,-112.0978578,33.6546541,2270,,,,0
227100,,-112.091025,33.6546757,2271,,,,0
226802,,-112.0913746,33.6546746,2268,,,,0
226803,,-112.0913951,33.6545641,2268,,,,0
227101,,-112.091003,33.6545653,2271,,,,0
226502,,-112.0743183,33.6547767,2265,,,,0
1302,,-112.0747471,33.6547713,13,,,,0
1303,,-112.0747236,33.6546611,13,,,,0
226503,,-112.0743378,33.654666,2265,,,,0
226702,,-112.0989298,33.6547933,2267,,,,0
227200,,-112.0996003,33.6547986,2272,,,,0
227201,,-112.0996452,33.6546728,2272,,,,0
226703,,-112.0988881,33.6546667,2267,,,,0
227300,,-112.0821109,33.6547101,2273,,,,0
227400,,-112.0826737,33.6547059,2274,,,,0
227401,,-112.0826941,33.6545953,2274,,,,0
227301,,-112.0820882,33.6545998,2273,,,,0
227402,,-112.0829539,33.6546881,2274,,,,0
227500,,-112.0835472,33.6546836,2275,,,,0
227501,,-112.0835244,33.6545733,2275,,,,0
227403,,-112.0829743,33.6545775,2274,,,,0
227502,,-112.083806,33.6546818,2275,,,,0
227102,,-112.0907445,33.6546607,2271,,,,0
227103,,-112.0907441,33.654566,2271,,,,0
227503,,-112.0838051,33.6545871,2275,,,,0
226902,,-112.0923214,33.654683,2269,,,,0
227002,,-112.097574,33.6547589,2270,,,,0
227003,,-112.097599,33.654649,2270,,,,0
226903,,-112.0923023,33.6545722,2269,,,,0
36302,,-112.079285,33.6547165,363,,,,0
227302,,-112.0818304,33.6546964,2273,,,,0
227303,,-112.0818294,33.6546017,2273,,,,0
36303,,-112.0792836,33.6546218,363,,,,0
36502,,-112.1080102,33.6547797,365,,,,0
227600,,-112.1082873,33.654779,2276,,,,0
227601,,-112.10833,33.6546526,2276,,,,0
36503,,-112.1079666,33.6546535,365,,,,0
227700,,-112.1008224,33.6547819,2277,,,,0
36402,,-112.1009228,33.6547816,364,,,,0
36403,,-112.1009222,33.6546395,364,,,,0
227701,,-112.1008218,33.6546398,2277,,,,0
227202,,-112.0999245,33.6547853,2272,,,,0
227702,,-112.1006498,33.6547823,2277,,,,0
227703,,-112.1006278,33.6546403,2277,,,,0
227203,,-112.0999471,33.6546434,2272,,,,0
226002,,-112.0561407,33.6547954,2260,,,,0
